"Nhood","logFC","logCPM","F","PValue","FDR","SpatialFDR","Nhood_center","Celltype","Celltype_fraction"
18404,1.20344630139345,6.58495190423145,5.94359072046154,0.015429148990344,0.0373545255794367,0.0371903371463293,"136535","CD14 Monocyte",0.227272727272727
18405,-3.02539982476878,6.99937848007535,37.6579526884082,3.06234411733643e-09,4.55446535373318e-08,4.03990775442389e-08,"48659","CD14 Monocyte",0.852941176470588
18406,-3.68112937689418,6.57877044908233,97.6258962475717,8.40691991270858e-20,6.28814666609241e-18,5.7390460794923e-18,"367137","CD8 Tem GZMB+",0.36
18407,-0.417302575230861,6.58613951278827,0.823824551331959,0.364889685717286,0.476101363796791,0.476536105026413,"455581","CD14 Monocyte",0.577464788732394
18408,-1.46368641116267,6.80076749758424,9.81753247003292,0.00192285230385134,0.00652589472413582,0.00640539033419694,"268289","CD4 Naive",0.368932038834951
18409,-0.474495834393977,6.62672751402566,0.977095667976402,0.323819980029136,0.434374985271735,0.434869081217103,"332974","CD4 Terminal effector",0.382716049382716
18410,0.144715452622249,7.12589029206534,0.0756470728535859,0.783499913367475,0.843111648881693,0.842958498566131,"293967","CD4 Th22",0.208530805687204
18411,-0.441188329271775,6.61741857788118,0.809269104025008,0.369154429746143,0.480082176708668,0.480607550884465,"40732","CD14 Monocyte",0.860215053763441
18412,-1.7478839233419,6.58600706387556,15.4459583276419,0.000108425724981606,0.000552730635481494,0.000526679683308551,"137098","CD14 Monocyte",0.285714285714286
18413,1.41225719032861,7.13814153838161,5.40288038183672,0.0208642487169818,0.0478616660201654,0.0477577174649854,"65624","CD14 Monocyte",0.925
18414,-0.622377826104434,6.9808699982624,1.30216323829728,0.255000156088271,0.359345219775352,0.359628740208374,"254555","CD4 Terminal effector",0.685082872928177
18415,-1.06212804017699,6.88634957746161,4.43490249628092,0.0361527969275646,0.0749442988064604,0.0749015515857423,"129375","cDC2",0.21830985915493
18416,-0.993901759182487,6.65516565240036,5.08738344336321,0.0249171848214853,0.0553745684458018,0.0552984842415927,"287112","CD4 Naive",0.349397590361446
18417,1.54559688612625,6.72201623365612,8.57653070779493,0.00370164184949836,0.0113828898386842,0.0112525383990545,"299506","CD4 Th17",0.227272727272727
18418,-1.43671098366701,6.65437076783844,10.6704681154055,0.00123222718557257,0.00448083674541369,0.00437529914372203,"426257","Platelets",0.418918918918919
18419,-2.88480362269673,6.76706981684609,42.0988450894772,4.2460228270987e-10,6.85707667923419e-09,6.03293141710883e-09,"267700","CD4 Naive",0.655172413793103
18420,-3.66938748190887,6.85747138232267,69.9173555289483,3.55868933413968e-15,1.26201911682323e-13,1.12147287548478e-13,"314316","CD4 Naive",0.509090909090909
18421,1.49805406271343,6.80336790064977,7.70241490686262,0.00590779372372903,0.0168265998347095,0.0166785699854816,"300665","CD4 Th17",0.666666666666667
18422,-0.949330847517841,6.651582984121,4.47711917985279,0.0352851535142158,0.0735270243018341,0.0735091412504934,"356350","CD8 Tem GZMB+",0.202702702702703
18423,1.88896785962493,6.59816575198383,15.4880525628168,0.000106168773269994,0.000543101186394209,0.000517829903480424,"159470","CD4 Naive",0.168831168831169
18424,-1.68525039667302,6.61511213620606,14.0007928642152,0.000224082445791416,0.00103319725155761,0.000991089935320255,"60202","CD14 Monocyte",0.952380952380952
18425,2.08818234146657,6.79879713534266,13.148592425414,0.000345063856213421,0.00150545141862026,0.00145143624185219,"256597","CD4 Temra",0.784313725490196
18426,-4.32616028773802,6.76617545020446,106.853829372377,2.91858624010953e-21,2.92726614504598e-19,2.80817464021441e-19,"260829","MAIT",0.4
18427,0.620693666553286,6.69347784663604,1.53544931354553,0.216393752929412,0.316458750425127,0.317113185980386,"468321","Platelets",0.931034482758621
18428,-0.372100990501682,6.62817411693433,0.629247586325463,0.428341723043918,0.538652386029501,0.539023065102519,"269416","CD4 Naive",0.545454545454545
18429,0.240884346348429,6.81998207593586,0.219674316862988,0.63967384185284,0.727084690613642,0.72723194689787,"374302","CD14 Monocyte",0.16504854368932
18430,-0.0704699986094251,6.55937697883271,0.0226665455089475,0.880442083027942,0.915441230432072,0.914634846006538,"382408","NK CD56dim CD57-",0.543859649122807
18431,-0.921732844185053,6.73408775741049,3.38537995916595,0.0668973784752004,0.12379644608015,0.123657744919037,"378392","CD8 Tem GZMK+",0.177966101694915
18432,-1.21338091971302,6.73978125659415,6.14796351370486,0.013782295787107,0.0340287286305311,0.0338290882400759,"38826","CD14 Monocyte",0.94392523364486
18433,1.35143656946045,6.77863562359233,4.9642530557739,0.027015710962837,0.0591711767426804,0.0591261961582055,"56052","CD14 Monocyte",0.974358974358974
18434,0.417539948886582,6.88542130786238,0.650609479738739,0.420618787455514,0.531010735220891,0.531315660688049,"393711","NK CD56dim CD57-",0.629139072847682
18435,-0.275448472492443,6.70202861166103,0.301513887165241,0.583397688384981,0.679709500850796,0.679702473849863,"98662","CD14 Monocyte",0.672727272727273
18436,-2.86555297693027,6.69624413143091,41.7629783275223,4.92460288156889e-10,7.90635720371045e-09,6.95353489184336e-09,"23462","CD14 Monocyte",0.922330097087379
18437,-1.04346874690196,6.83472135042983,4.00495499119168,0.0464678968234072,0.0920175759497613,0.0919715006027459,"38152","CD14 Monocyte",0.925373134328358
18438,-0.0338235470461827,6.72346841917255,0.00640310151555679,0.936289414963322,0.955208878826876,0.955528196992929,"37631","CD14 Monocyte",0.990196078431373
18439,-2.22424741421206,6.72639301720708,24.5408039074038,1.29862345176823e-06,1.09780745688034e-05,1.02042549142821e-05,"325244","CD4 Tfh",0.299065420560748
18440,-1.18597872518124,6.7263666321306,5.56640877004152,0.0190854504089615,0.0445800159513358,0.0444925339427726,"57152","CD14 Monocyte",0.972222222222222
18441,-0.174215836143882,6.63355370650021,0.126617152157178,0.722248950549635,0.795083041127498,0.794227588337291,"101262","CD14 Monocyte",0.324324324324324
18442,-0.353382116939026,6.61685444071968,0.529749319288731,0.467355428697142,0.575380856500082,0.575912306882153,"187901","Switched memory B",0.240963855421687
18443,2.00381739860613,6.71037940723682,15.4892987946478,0.000106102685120959,0.000542907871819754,0.000517638169798163,"475736","Platelets",0.981818181818182
18444,-0.0698127376849925,6.64052796909716,0.0220230705188971,0.882138702877343,0.916708486840714,0.915875615087799,"257955","CD4 Tfh",0.235294117647059
18445,-1.16549290262211,7.09764373419942,4.1421346091949,0.0431917222220937,0.0867701347321444,0.0867335386416117,"52382","CD14 Monocyte",0.942307692307692
18446,0.613745275237421,6.78555814174383,1.17211842478009,0.280133232314626,0.387448807163771,0.388086772055422,"40333","Intermediate monocytes",0.587878787878788
18447,-1.06315734120606,6.65693396079811,5.442491653612,0.0204020368187529,0.0470087631416223,0.0469112103941485,"390262","CD8 Naive",0.176470588235294
18448,2.75934017400222,6.69083311447114,25.0857751332286,1.00287279080841e-06,8.86664328481787e-06,8.23295524962171e-06,"30031","CD14 Monocyte",0.666666666666667
18449,-0.0286187065292473,6.81010028399881,0.00257801534296641,0.95954376502032,0.972135338427277,0.972692780138347,"418362","NK CD56dim CD57+",0.226027397260274
18450,-0.230960703263789,6.66579828085395,0.231123259257499,0.631089207659657,0.720121449641916,0.720573827052743,"347234","NK CD56dim CD57-",0.265060240963855
18451,-1.57145058061849,7.05073666822866,11.5120522622912,0.000797251380309193,0.00308735845209526,0.00300527998146603,"284069","NK CD56dim CD57-",0.457627118644068
18452,3.19938939649949,6.81592477724677,26.3769605713371,5.69760038927644e-07,5.46419956353227e-06,5.0744550776919e-06,"47727","Intermediate monocytes",0.882352941176471
18453,-4.68443264779934,6.9448310764864,105.494889682419,4.76138470615743e-21,4.51108870518437e-19,4.27165468238564e-19,"51363","CD14 Monocyte",0.91875
18454,1.80768385157809,6.5473277323028,13.3833350662993,0.00030628882771404,0.0013568008090759,0.00130537109240243,"28679","CD14 Monocyte",0.912087912087912
18455,0.000384835909044201,6.66814305382889,4.246491082741e-05,0.994805520794195,0.996311503625246,0.996373220944739,"379935","CD4 Terminal effector",0.278350515463918
18456,-4.54825345482945,7.02833458713641,89.253457019006,1.91647642262383e-18,1.09756890764924e-16,9.89642818717606e-17,"144934","CD14 Monocyte",0.210144927536232
18457,1.79226089954349,6.93629095286231,10.2627806863837,0.00152353065569673,0.00537508227195101,0.00526640845253562,"107529","CD14 Monocyte",0.71875
18458,-1.39984337727948,6.73850883777162,8.56446051666196,0.0037254771947806,0.0114442627044213,0.0113128295462028,"6190","CD14 Monocyte",0.989130434782609
18459,2.06482485326008,6.71107472788515,14.7158767787927,0.000156315250850396,0.000761017252837125,0.000728500004307835,"330008","Intermediate monocytes",0.154411764705882
18460,0.150496019969594,6.68382631667259,0.0765390569432096,0.782279186563759,0.842105054499593,0.841879460164684,"421333","NK CD56dim CD57int",0.760869565217391
18461,1.7906773402865,6.55145602495909,13.6285279274603,0.000270494820599168,0.00121635494681949,0.00116995732316681,"302893","CD4 Terminal effector",0.376623376623377
18462,-0.448233070488987,6.56457654343354,0.990716737458973,0.320476044955639,0.430956368070812,0.431409605661908,"230827","CD4 Naive",0.839285714285714
18463,0.525054522783751,6.82829133900173,0.843257028018257,0.35939294460268,0.470513039590209,0.470858345884163,"36069","CD14 Monocyte",0.864
18464,1.54317524628102,6.66731797897157,9.2575023939966,0.00258106942804497,0.0083717848709648,0.00824468254861228,"231930","TReg Cytotoxic",0.726190476190476
18465,0.00190573888040829,6.76749110347576,7.51006317108122e-06,0.997815573816115,0.998440070485257,0.998478811571913,"55467","CD14 Monocyte",0.888059701492537
18466,-1.43682662491158,6.6270054191089,10.1796283905985,0.001591091946004,0.00557448767897367,0.0054626320152207,"5461","CD16 Monocyte",0.842857142857143
18467,-0.605322430682447,6.82472938696603,1.67763912370637,0.196366666749539,0.293056877206121,0.293579481361215,"410710","NK CD56dim CD57low",0.365217391304348
18468,0.919635508487333,7.01676710664404,2.96367212071267,0.0863223721392274,0.152393638893687,0.152318701951378,"366932","CD8 Naive",0.396341463414634
18469,1.71713009733903,6.86460158026873,8.21954665090414,0.00449943849087798,0.0134178871790999,0.0132998186107037,"417900","NK CD56dim CD57+",0.411347517730496
18470,4.14308735912892,7.39097481084194,25.4436664409878,8.61206856434825e-07,7.78087315475881e-06,7.22521060260906e-06,"45930","CD14 Monocyte",0.994011976047904
18471,0.165848809970069,6.66831862937839,0.110719907921329,0.739589324920423,0.809007941813695,0.808256027917834,"401762","NK CD56dim CD57+",0.375
18472,-0.794376467243205,6.84164450414218,2.53176952863882,0.112768258874476,0.188517006982639,0.188755279557251,"473471","CD4 Tfh",0.21875
18473,0.148992289486709,6.8862498518384,0.102911592495404,0.748616254679985,0.816449828278593,0.815812340208965,"294612","CD4 Naive",0.52112676056338
18474,0.730684789811274,6.98153942682885,1.86624911765833,0.173064480251557,0.265500168437466,0.266103783972535,"333960","CD4 Tfh",0.223300970873786
18475,0.739567890438105,6.71217682061422,2.12554844062012,0.146046038031987,0.231883664721537,0.232246128532313,"137561","CD14 Monocyte",0.269662921348315
18476,-0.270958267240491,6.56428604841639,0.354916496270194,0.551852042726583,0.652425275186767,0.652788030126887,"116880","NK CD56dim CD57-",0.456140350877193
18477,0.899916073963431,6.71896192980158,2.78767299806833,0.0961874229745936,0.166013296462672,0.166173652588102,"367791","CD8 Tcm CCR4-",0.267326732673267
18478,0.7729449681598,6.74761841213532,2.20964464413357,0.138340072090913,0.222223255586739,0.222537086746547,"291655","CD4 Terminal effector",0.138297872340426
18479,0.49532821496542,6.71950821865562,0.949650131738003,0.330697854017302,0.441329154049384,0.441754850086231,"417911","NK CD56dim CD57int",0.684210526315789
18480,0.602549191730611,7.08708899314716,1.14698251281063,0.285159146869456,0.392814274799062,0.39346806997346,"291759","CD4 Th22",0.168181818181818
18481,1.31651475264664,6.60663210522447,6.97306116251048,0.00876614610483437,0.0234170070021603,0.0231840500291409,"319490","TReg KLRB1+RORC+",0.278350515463918
18482,-0.603040642723627,6.80117115437593,1.4975350244098,0.222138932235389,0.322895300465749,0.323482460968667,"139718","Naive B",0.339285714285714
18483,-0.706690490614977,7.32320736230999,1.82155476776024,0.178281146486595,0.271709332797281,0.272378354764358,"273224","CD4 Naive",0.868725868725869
18484,-1.99471611397197,6.94831470382418,15.6523379506805,9.84279747167088e-05,0.000508837430063594,0.000484955829655316,"306615","CD4 Tfh",0.325153374233129
18485,-0.243091650724426,6.68024463326193,0.258035972666895,0.611895613686015,0.703977170566864,0.704298969295098,"375863","CD14 Monocyte",0.282608695652174
18486,0.880995561686581,6.75019268095073,2.83545860687719,0.0933830051869907,0.162170378631312,0.162269942854354,"220854","ILC1",0.155339805825243
18487,2.48290994185637,6.76405263034597,18.8854444992584,1.9803532765312e-05,0.000124244825987211,0.000116682398413448,"320001","TReg KLRB1+RORC+",0.280254777070064
18488,-0.208106510573549,6.64768220488106,0.198483916676089,0.656311434382126,0.7411220143813,0.740885040389497,"138661","CD14 Monocyte",0.424657534246575
18489,0.61453317033346,6.87700662499534,1.44201171106189,0.230887274404995,0.332396938663342,0.332861632802278,"458472","CD14 Monocyte",0.304347826086957
18490,0.411576686846378,6.68837532516609,0.599329596157883,0.439542778673874,0.549353309680311,0.549764890622812,"38911","CD14 Monocyte",0.731182795698925
18491,-3.11131685995686,7.03531498773809,45.8397557367749,8.24583918235862e-11,1.43167916410083e-09,1.24901391587651e-09,"312883","CD4 Naive",0.467105263157895
18492,1.26714158010953,6.97893009709098,4.02616408329088,0.0462147155043748,0.0916483977786122,0.0915892544050754,"25383","CD14 Monocyte",0.961240310077519
18493,-0.321113763065179,6.85836439457687,0.419005851611993,0.517994351650666,0.622134758582312,0.6227658657126,"366757","CD8 Tcm CCR4-",0.209302325581395
18494,0.0927851052063824,6.70362023474561,0.0314164348744246,0.859450039540439,0.900594174100338,0.899759889392811,"36441","CD14 Monocyte",0.943820224719101
18495,0.678134997113763,6.71847380550981,1.88823442768948,0.170563299249806,0.262490849697762,0.263088400560248,"472805","TReg KLRB1+RORC+",0.152542372881356
18496,1.13071950213227,6.90370317688224,4.49738784355555,0.034876402800507,0.0728275748214211,0.0728450953991921,"211747","CD4 Temra",0.607142857142857
18497,2.45695199122983,7.02037445149778,17.8083600983865,3.35960629966018e-05,0.000198753397046347,0.000187247154127644,"201261","CD4 Naive",0.450549450549451
18498,3.00253030151521,6.94174634186091,25.8723174552566,6.91465931856568e-07,6.45082403872316e-06,5.99423588741191e-06,"121999","cDC2",0.320754716981132
18499,-0.081321925372729,6.84254262650944,0.0246481270292461,0.875366691781027,0.9120149208067,0.911248311655808,"451969","CD14 Monocyte",0.523809523809524
18500,-0.449610791080115,6.61325456508087,0.987798947710102,0.321188365301932,0.431614441584382,0.43211183220436,"270781","CD4 Naive",0.806451612903226
18501,-2.3731092514007,6.85684065528664,26.1979960382271,5.93041388506554e-07,5.65356301077888e-06,5.25172744713901e-06,"397429","NK CD56dim CD57-",0.601398601398601
18502,-3.35063142348658,6.86702782140584,56.5548919641203,8.50519029999432e-13,1.85427646023342e-11,1.61864697970026e-11,"312292","CD4 Naive",0.654545454545455
18503,-1.33123526626065,6.73607392517365,8.08270505729281,0.00481723984356478,0.0142011608817935,0.0140878251607461,"102644","Intermediate monocytes",0.180851063829787
18504,0.300425518852566,6.99559734166705,0.340274898069237,0.56016713564814,0.659705445410179,0.66000262897403,"237120","CD4 Th17",0.486842105263158
18505,2.97037846230234,6.72959219631284,26.0166642884716,6.57661851969352e-07,6.1749494734961e-06,5.7378054698917e-06,"29829","CD14 Monocyte",0.954954954954955
18506,-1.03392542320776,6.77013371687285,4.65709658851635,0.0318246980945432,0.0675821840273489,0.0676023767360078,"432995","NK CD56dim CD57int",0.322314049586777
18507,1.14808128923029,6.59921150643755,5.38510878836508,0.0210694934197952,0.0482344449621718,0.0481244980229724,"123439","CD14 Monocyte",0.3
